[2025-06-02 00:00:02,218.218] DEBUG    [ThreadPoolExecutor-0_9|MainProcess] urllib3.connectionpool (connectionpool.py:_make_request:475) | https://gh-proxy.com:443 "GET / HTTP/1.1" 200 None
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguisbi.ttf', name='Segoe UI', style='italic', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\constanb.ttf', name='Constantia', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CascadiaMono.ttf', name='Cascadia Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LeelawUI.ttf', name='Leelawadee UI', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRABKIT.TTF', name='Franklin Gothic Book', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,963.963] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCCEB.TTF', name='Tw Cen MT Condensed Extra Bold', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,964.964] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msgothic.ttc', name='MS Gothic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,964.964] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ntailub.ttf', name='Microsoft New Tai Lue', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,964.964] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Candaraz.ttf', name='Candara', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,964.964] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LFAXI.TTF', name='Lucida Fax', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,964.964] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\YuGothM.ttc', name='Yu Gothic', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,964.964] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SitkaVF-Italic.ttf', name='Sitka', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoepr.ttf', name='Segoe Print', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_CBI.TTF', name='Bodoni MT', style='italic', variant='normal', weight=700, stretch='condensed', size='scalable')) = 11.535
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SHOWG.TTF', name='Showcard Gothic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\symbol.ttf', name='Symbol', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\wingding.ttf', name='Wingdings', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguihis.ttf', name='Segoe UI Historic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,965.965] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\mvboli.ttf', name='MV Boli', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,967.967] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ebrima.ttf', name='Ebrima', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,967.967] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BAUHS93.TTF', name='Bauhaus 93', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,967.967] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LeelUIsl.ttf', name='Leelawadee UI', style='normal', variant='normal', weight=350, stretch='normal', size='scalable')) = 10.0975
[2025-06-02 00:00:10,967.967] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\STHUPO.TTF', name='STHupo', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,967.967] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbell.ttf', name='Corbel', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,967.967] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\RAGE.TTF', name='Rage Italic', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguibl.ttf', name='Segoe UI', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 10.525
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\VLADIMIR.TTF', name='Vladimir Script', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LSANSI.TTF', name='Lucida Sans', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\VIVALDII.TTF', name='Vivaldi', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\consola.ttf', name='Consolas', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\POORICH.TTF', name='Poor Richard', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,968.968] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\trebucit.ttf', name='Trebuchet MS', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,969.969] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\palabi.ttf', name='Palatino Linotype', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,969.969] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOOKOSB.TTF', name='Bookman Old Style', style='normal', variant='normal', weight=600, stretch='normal', size='scalable')) = 10.24
[2025-06-02 00:00:10,969.969] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LSANS.TTF', name='Lucida Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,969.969] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\calibril.ttf', name='Calibri', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,969.969] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PERTIBD.TTF', name='Perpetua Titling MT', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,969.969] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FZSTK.TTF', name='FZShuTi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,970.970] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\constanz.ttf', name='Constantia', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,970.970] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\AGENCYB.TTF', name='Agency FB', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,970.970] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CASTELAR.TTF', name='Castellar', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,970.970] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msjhl.ttc', name='Microsoft JhengHei', style='normal', variant='normal', weight=290, stretch='normal', size='scalable')) = 10.1545
[2025-06-02 00:00:10,970.970] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\MapleMono-SC-NF-Bold.ttf', name='Maple Mono SC NF', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,971.971] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOTHICB.TTF', name='Century Gothic', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,971.971] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRADM.TTF', name='Franklin Gothic Demi', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,971.971] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\MISTRAL.TTF', name='Mistral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,971.971] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\NIAGENG.TTF', name='Niagara Engraved', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,971.971] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ANTQUAB.TTF', name='Book Antiqua', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,972.972] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\trebuc.ttf', name='Trebuchet MS', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,972.972] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\cambriai.ttf', name='Cambria', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,972.972] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\timesbi.ttf', name='Times New Roman', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,972.972] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GOUDOS.TTF', name='Goudy Old Style', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,972.972] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GARA.TTF', name='Garamond', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,972.972] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\TCCB____.TTF', name='Tw Cen MT Condensed', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
[2025-06-02 00:00:10,973.973] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCKI.TTF', name='Rockwell', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,973.973] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\WINGDNG2.TTF', name='Wingdings 2', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,973.973] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ARIALNB.TTF', name='Arial', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 6.8986363636363635
[2025-06-02 00:00:10,973.973] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ariblk.ttf', name='Arial', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 6.888636363636364
[2025-06-02 00:00:10,973.973] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\PRISTINA.TTF', name='Pristina', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,973.973] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguisym.ttf', name='Segoe UI Symbol', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,974.974] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\IMPRISHA.TTF', name='Imprint MT Shadow', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,974.974] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbelb.ttf', name='Corbel', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,974.974] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\DUBAI-REGULAR.TTF', name='Dubai', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,974.974] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Users\\1633360356\\AppData\\Local\\Microsoft\\Windows\\Fonts\\LXGWWenKai-Bold.ttf', name='LXGW WenKai', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,974.974] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\DUBAI-LIGHT.TTF', name='Dubai', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,974.974] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\COLONNA.TTF', name='Colonna MT', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,976.976] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\bahnschrift.ttf', name='Bahnschrift', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,976.976] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguibli.ttf', name='Segoe UI', style='italic', variant='normal', weight=900, stretch='normal', size='scalable')) = 11.525
[2025-06-02 00:00:10,976.976] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\MOD20.TTF', name='Modern No. 20', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,976.976] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguiemj.ttf', name='Segoe UI Emoji', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,976.976] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CALISTB.TTF', name='Calisto MT', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,976.976] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LTYPEBO.TTF', name='Lucida Sans Typewriter', style='oblique', variant='normal', weight=600, stretch='normal', size='scalable')) = 11.24
[2025-06-02 00:00:10,977.977] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\sylfaen.ttf', name='Sylfaen', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,977.977] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BOD_CI.TTF', name='Bodoni MT', style='italic', variant='normal', weight=400, stretch='condensed', size='scalable')) = 11.25
[2025-06-02 00:00:10,977.977] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SCHLBKBI.TTF', name='Century Schoolbook', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,977.977] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\comicbd.ttf', name='Comic Sans MS', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,977.977] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LatoWeb-LightItalic.ttf', name='Lato', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
[2025-06-02 00:00:10,978.978] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\SegoeIcons.ttf', name='Segoe Fluent Icons', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,978.978] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\JUICE___.TTF', name='Juice ITC', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,978.978] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segmdl2.ttf', name='Segoe MDL2 Assets', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,978.978] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\BERNHC.TTF', name='Bernard MT Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,978.978] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\YuGothL.ttc', name='Yu Gothic', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
[2025-06-02 00:00:10,979.979] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\FRADMIT.TTF', name='Franklin Gothic Demi', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,979.979] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ROCKBI.TTF', name='Rockwell', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-06-02 00:00:10,979.979] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LeelaUIb.ttf', name='Leelawadee UI', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-06-02 00:00:10,979.979] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\GLECB.TTF', name='Gloucester MT Extra Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-06-02 00:00:10,979.979] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\constani.ttf', name='Constantia', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-06-02 00:00:10,979.979] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simfang.ttf', name='FangSong', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,980.980] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\CHILLER.TTF', name='Chiller', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-06-02 00:00:10,980.980] DEBUG    [MainThread|MainProcess] matplotlib.font_manager (font_manager.py:_findfont_cached:1483) | findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\trebucbd.ttf', name='Trebuchet MS', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
